sample_id,group_id,official_split,protocol_split,rgb_path,label_path,label_visualization_path,depth_preview_path,rgb_exists,label_exists,label_visualization_exists,depth_preview_exists,rgb_width,rgb_height,label_width,label_height,depth_width,depth_height,depth_mode,label_ids,passable_pixels,total_pixels,passable_ratio
040001_026,040001,official_train,train,AeroScapes/JPEGImages/040001_026.jpg,AeroScapes/SegmentationClass/040001_026.png,AeroScapes/Visualizations/040001_026.png,AeroScapes/DepthImages/depth_040001_026.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 2 9 10,387346,921600,0.42029731
040001_027,040001,official_train,train,AeroScapes/JPEGImages/040001_027.jpg,AeroScapes/SegmentationClass/040001_027.png,AeroScapes/Visualizations/040001_027.png,AeroScapes/DepthImages/depth_040001_027.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 2 9 10,384441,921600,0.41714518
040001_028,040001,official_train,train,AeroScapes/JPEGImages/040001_028.jpg,AeroScapes/SegmentationClass/040001_028.png,AeroScapes/Visualizations/040001_028.png,AeroScapes/DepthImages/depth_040001_028.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 2 9 10,391886,921600,0.42522352
040001_029,040001,official_train,train,AeroScapes/JPEGImages/040001_029.jpg,AeroScapes/SegmentationClass/040001_029.png,AeroScapes/Visualizations/040001_029.png,AeroScapes/DepthImages/depth_040001_029.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 2 9 10,395381,921600,0.42901584
040001_030,040001,official_train,train,AeroScapes/JPEGImages/040001_030.jpg,AeroScapes/SegmentationClass/040001_030.png,AeroScapes/Visualizations/040001_030.png,AeroScapes/DepthImages/depth_040001_030.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 2 9 10,398768,921600,0.43269097
040001_031,040001,official_train,train,AeroScapes/JPEGImages/040001_031.jpg,AeroScapes/SegmentationClass/040001_031.png,AeroScapes/Visualizations/040001_031.png,AeroScapes/DepthImages/depth_040001_031.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 2 9 10,391745,921600,0.42507053
040001_032,040001,official_train,train,AeroScapes/JPEGImages/040001_032.jpg,AeroScapes/SegmentationClass/040001_032.png,AeroScapes/Visualizations/040001_032.png,AeroScapes/DepthImages/depth_040001_032.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 2 9 10,389006,921600,0.42209852
040001_033,040001,official_train,train,AeroScapes/JPEGImages/040001_033.jpg,AeroScapes/SegmentationClass/040001_033.png,AeroScapes/Visualizations/040001_033.png,AeroScapes/DepthImages/depth_040001_033.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 2 9 10,395180,921600,0.42879774
040001_034,040001,official_train,train,AeroScapes/JPEGImages/040001_034.jpg,AeroScapes/SegmentationClass/040001_034.png,AeroScapes/Visualizations/040001_034.png,AeroScapes/DepthImages/depth_040001_034.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 2 9 10,394172,921600,0.42770399
040001_035,040001,official_train,train,AeroScapes/JPEGImages/040001_035.jpg,AeroScapes/SegmentationClass/040001_035.png,AeroScapes/Visualizations/040001_035.png,AeroScapes/DepthImages/depth_040001_035.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 2 9 10,396052,921600,0.42974392
040001_036,040001,official_train,train,AeroScapes/JPEGImages/040001_036.jpg,AeroScapes/SegmentationClass/040001_036.png,AeroScapes/Visualizations/040001_036.png,AeroScapes/DepthImages/depth_040001_036.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 2 9 10,424918,921600,0.46106554
040001_037,040001,official_train,train,AeroScapes/JPEGImages/040001_037.jpg,AeroScapes/SegmentationClass/040001_037.png,AeroScapes/Visualizations/040001_037.png,AeroScapes/DepthImages/depth_040001_037.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 2 9 10,511677,921600,0.55520508
040001_038,040001,official_train,train,AeroScapes/JPEGImages/040001_038.jpg,AeroScapes/SegmentationClass/040001_038.png,AeroScapes/Visualizations/040001_038.png,AeroScapes/DepthImages/depth_040001_038.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 2 9 10,576018,921600,0.62501953
040001_039,040001,official_train,train,AeroScapes/JPEGImages/040001_039.jpg,AeroScapes/SegmentationClass/040001_039.png,AeroScapes/Visualizations/040001_039.png,AeroScapes/DepthImages/depth_040001_039.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 2 9 10,595526,921600,0.64618707
040001_040,040001,official_train,train,AeroScapes/JPEGImages/040001_040.jpg,AeroScapes/SegmentationClass/040001_040.png,AeroScapes/Visualizations/040001_040.png,AeroScapes/DepthImages/depth_040001_040.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 2 9 10,588387,921600,0.63844076
040001_041,040001,official_train,train,AeroScapes/JPEGImages/040001_041.jpg,AeroScapes/SegmentationClass/040001_041.png,AeroScapes/Visualizations/040001_041.png,AeroScapes/DepthImages/depth_040001_041.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 2 9 10,619460,921600,0.67215712
040001_042,040001,official_train,train,AeroScapes/JPEGImages/040001_042.jpg,AeroScapes/SegmentationClass/040001_042.png,AeroScapes/Visualizations/040001_042.png,AeroScapes/DepthImages/depth_040001_042.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 2 9 10,588666,921600,0.63874349
040001_043,040001,official_train,train,AeroScapes/JPEGImages/040001_043.jpg,AeroScapes/SegmentationClass/040001_043.png,AeroScapes/Visualizations/040001_043.png,AeroScapes/DepthImages/depth_040001_043.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 2 9 10,561892,921600,0.60969184
040001_044,040001,official_train,train,AeroScapes/JPEGImages/040001_044.jpg,AeroScapes/SegmentationClass/040001_044.png,AeroScapes/Visualizations/040001_044.png,AeroScapes/DepthImages/depth_040001_044.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 2 9 10,572405,921600,0.62109918
040001_045,040001,official_train,train,AeroScapes/JPEGImages/040001_045.jpg,AeroScapes/SegmentationClass/040001_045.png,AeroScapes/Visualizations/040001_045.png,AeroScapes/DepthImages/depth_040001_045.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 2 9 10,528157,921600,0.57308702
040001_046,040001,official_train,train,AeroScapes/JPEGImages/040001_046.jpg,AeroScapes/SegmentationClass/040001_046.png,AeroScapes/Visualizations/040001_046.png,AeroScapes/DepthImages/depth_040001_046.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 2 9 10,490118,921600,0.53181207
040001_047,040001,official_train,train,AeroScapes/JPEGImages/040001_047.jpg,AeroScapes/SegmentationClass/040001_047.png,AeroScapes/Visualizations/040001_047.png,AeroScapes/DepthImages/depth_040001_047.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 2 9 10,426151,921600,0.46240343
040001_048,040001,official_train,train,AeroScapes/JPEGImages/040001_048.jpg,AeroScapes/SegmentationClass/040001_048.png,AeroScapes/Visualizations/040001_048.png,AeroScapes/DepthImages/depth_040001_048.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 2 9 10,379539,921600,0.41182617
040001_049,040001,official_train,train,AeroScapes/JPEGImages/040001_049.jpg,AeroScapes/SegmentationClass/040001_049.png,AeroScapes/Visualizations/040001_049.png,AeroScapes/DepthImages/depth_040001_049.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 2 9 10,371216,921600,0.40279514
040001_050,040001,official_train,train,AeroScapes/JPEGImages/040001_050.jpg,AeroScapes/SegmentationClass/040001_050.png,AeroScapes/Visualizations/040001_050.png,AeroScapes/DepthImages/depth_040001_050.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 2 9 10,372299,921600,0.40397027
040001_051,040001,official_train,train,AeroScapes/JPEGImages/040001_051.jpg,AeroScapes/SegmentationClass/040001_051.png,AeroScapes/Visualizations/040001_051.png,AeroScapes/DepthImages/depth_040001_051.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 2 9 10,372042,921600,0.40369141
040001_052,040001,official_train,train,AeroScapes/JPEGImages/040001_052.jpg,AeroScapes/SegmentationClass/040001_052.png,AeroScapes/Visualizations/040001_052.png,AeroScapes/DepthImages/depth_040001_052.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 2 9 10,372754,921600,0.40446398
040001_053,040001,official_train,train,AeroScapes/JPEGImages/040001_053.jpg,AeroScapes/SegmentationClass/040001_053.png,AeroScapes/Visualizations/040001_053.png,AeroScapes/DepthImages/depth_040001_053.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 2 9 10,378253,921600,0.41043077
040001_054,040001,official_train,train,AeroScapes/JPEGImages/040001_054.jpg,AeroScapes/SegmentationClass/040001_054.png,AeroScapes/Visualizations/040001_054.png,AeroScapes/DepthImages/depth_040001_054.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 2 9 10,488115,921600,0.52963867
040001_055,040001,official_train,train,AeroScapes/JPEGImages/040001_055.jpg,AeroScapes/SegmentationClass/040001_055.png,AeroScapes/Visualizations/040001_055.png,AeroScapes/DepthImages/depth_040001_055.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 2 9 10,561515,921600,0.60928277
040001_056,040001,official_train,train,AeroScapes/JPEGImages/040001_056.jpg,AeroScapes/SegmentationClass/040001_056.png,AeroScapes/Visualizations/040001_056.png,AeroScapes/DepthImages/depth_040001_056.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 2 9 10,562384,921600,0.61022569
040001_057,040001,official_train,train,AeroScapes/JPEGImages/040001_057.jpg,AeroScapes/SegmentationClass/040001_057.png,AeroScapes/Visualizations/040001_057.png,AeroScapes/DepthImages/depth_040001_057.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 2 9 10,559145,921600,0.60671115
040001_058,040001,official_train,train,AeroScapes/JPEGImages/040001_058.jpg,AeroScapes/SegmentationClass/040001_058.png,AeroScapes/Visualizations/040001_058.png,AeroScapes/DepthImages/depth_040001_058.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 2 9 10,478311,921600,0.51900065
040001_059,040001,official_train,train,AeroScapes/JPEGImages/040001_059.jpg,AeroScapes/SegmentationClass/040001_059.png,AeroScapes/Visualizations/040001_059.png,AeroScapes/DepthImages/depth_040001_059.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 2 9 10,372881,921600,0.40460178
040001_060,040001,official_train,train,AeroScapes/JPEGImages/040001_060.jpg,AeroScapes/SegmentationClass/040001_060.png,AeroScapes/Visualizations/040001_060.png,AeroScapes/DepthImages/depth_040001_060.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 2 9 10,372377,921600,0.40405490
040001_061,040001,official_train,train,AeroScapes/JPEGImages/040001_061.jpg,AeroScapes/SegmentationClass/040001_061.png,AeroScapes/Visualizations/040001_061.png,AeroScapes/DepthImages/depth_040001_061.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 2 9 10,374826,921600,0.40671224
040001_062,040001,official_train,train,AeroScapes/JPEGImages/040001_062.jpg,AeroScapes/SegmentationClass/040001_062.png,AeroScapes/Visualizations/040001_062.png,AeroScapes/DepthImages/depth_040001_062.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 2 9 10,376767,921600,0.40881836
040001_063,040001,official_train,train,AeroScapes/JPEGImages/040001_063.jpg,AeroScapes/SegmentationClass/040001_063.png,AeroScapes/Visualizations/040001_063.png,AeroScapes/DepthImages/depth_040001_063.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 2 9 10,376712,921600,0.40875868
040001_064,040001,official_train,train,AeroScapes/JPEGImages/040001_064.jpg,AeroScapes/SegmentationClass/040001_064.png,AeroScapes/Visualizations/040001_064.png,AeroScapes/DepthImages/depth_040001_064.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 2 9 10,379449,921600,0.41172852
040001_065,040001,official_train,train,AeroScapes/JPEGImages/040001_065.jpg,AeroScapes/SegmentationClass/040001_065.png,AeroScapes/Visualizations/040001_065.png,AeroScapes/DepthImages/depth_040001_065.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 2 9 10,457063,921600,0.49594510
040001_066,040001,official_train,train,AeroScapes/JPEGImages/040001_066.jpg,AeroScapes/SegmentationClass/040001_066.png,AeroScapes/Visualizations/040001_066.png,AeroScapes/DepthImages/depth_040001_066.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 2 9 10,571788,921600,0.62042969
040001_067,040001,official_train,train,AeroScapes/JPEGImages/040001_067.jpg,AeroScapes/SegmentationClass/040001_067.png,AeroScapes/Visualizations/040001_067.png,AeroScapes/DepthImages/depth_040001_067.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 2 9 10,706946,921600,0.76708550
040001_068,040001,official_train,train,AeroScapes/JPEGImages/040001_068.jpg,AeroScapes/SegmentationClass/040001_068.png,AeroScapes/Visualizations/040001_068.png,AeroScapes/DepthImages/depth_040001_068.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 2 9 10,853752,921600,0.92638021
040001_069,040001,official_train,train,AeroScapes/JPEGImages/040001_069.jpg,AeroScapes/SegmentationClass/040001_069.png,AeroScapes/Visualizations/040001_069.png,AeroScapes/DepthImages/depth_040001_069.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 2 10,911093,921600,0.98859918
040001_070,040001,official_train,train,AeroScapes/JPEGImages/040001_070.jpg,AeroScapes/SegmentationClass/040001_070.png,AeroScapes/Visualizations/040001_070.png,AeroScapes/DepthImages/depth_040001_070.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 2 10,906372,921600,0.98347656
040001_071,040001,official_train,train,AeroScapes/JPEGImages/040001_071.jpg,AeroScapes/SegmentationClass/040001_071.png,AeroScapes/Visualizations/040001_071.png,AeroScapes/DepthImages/depth_040001_071.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 2 10,897644,921600,0.97400608
040002_001,040002,official_train,train,AeroScapes/JPEGImages/040002_001.jpg,AeroScapes/SegmentationClass/040002_001.png,AeroScapes/Visualizations/040002_001.png,AeroScapes/DepthImages/depth_040002_001.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 8 9 10,225215,921600,0.24437391
040002_002,040002,official_train,train,AeroScapes/JPEGImages/040002_002.jpg,AeroScapes/SegmentationClass/040002_002.png,AeroScapes/Visualizations/040002_002.png,AeroScapes/DepthImages/depth_040002_002.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 8 9 10,226889,921600,0.24619032
040002_003,040002,official_train,train,AeroScapes/JPEGImages/040002_003.jpg,AeroScapes/SegmentationClass/040002_003.png,AeroScapes/Visualizations/040002_003.png,AeroScapes/DepthImages/depth_040002_003.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 8 9 10,225713,921600,0.24491428
040002_004,040002,official_train,train,AeroScapes/JPEGImages/040002_004.jpg,AeroScapes/SegmentationClass/040002_004.png,AeroScapes/Visualizations/040002_004.png,AeroScapes/DepthImages/depth_040002_004.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 8 9 10,223475,921600,0.24248589
040002_005,040002,official_train,train,AeroScapes/JPEGImages/040002_005.jpg,AeroScapes/SegmentationClass/040002_005.png,AeroScapes/Visualizations/040002_005.png,AeroScapes/DepthImages/depth_040002_005.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 8 9 10,231276,921600,0.25095052
040002_006,040002,official_train,train,AeroScapes/JPEGImages/040002_006.jpg,AeroScapes/SegmentationClass/040002_006.png,AeroScapes/Visualizations/040002_006.png,AeroScapes/DepthImages/depth_040002_006.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 8 9 10,263100,921600,0.28548177
040002_007,040002,official_train,train,AeroScapes/JPEGImages/040002_007.jpg,AeroScapes/SegmentationClass/040002_007.png,AeroScapes/Visualizations/040002_007.png,AeroScapes/DepthImages/depth_040002_007.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 8 9 10,308054,921600,0.33425998
040002_008,040002,official_train,train,AeroScapes/JPEGImages/040002_008.jpg,AeroScapes/SegmentationClass/040002_008.png,AeroScapes/Visualizations/040002_008.png,AeroScapes/DepthImages/depth_040002_008.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 8 9 10,331044,921600,0.35920573
040002_009,040002,official_train,train,AeroScapes/JPEGImages/040002_009.jpg,AeroScapes/SegmentationClass/040002_009.png,AeroScapes/Visualizations/040002_009.png,AeroScapes/DepthImages/depth_040002_009.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 8 9 10,369535,921600,0.40097114
040002_010,040002,official_train,train,AeroScapes/JPEGImages/040002_010.jpg,AeroScapes/SegmentationClass/040002_010.png,AeroScapes/Visualizations/040002_010.png,AeroScapes/DepthImages/depth_040002_010.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 8 9 10,420232,921600,0.45598090
040002_011,040002,official_train,train,AeroScapes/JPEGImages/040002_011.jpg,AeroScapes/SegmentationClass/040002_011.png,AeroScapes/Visualizations/040002_011.png,AeroScapes/DepthImages/depth_040002_011.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 8 9 10,421634,921600,0.45750217
040002_012,040002,official_train,train,AeroScapes/JPEGImages/040002_012.jpg,AeroScapes/SegmentationClass/040002_012.png,AeroScapes/Visualizations/040002_012.png,AeroScapes/DepthImages/depth_040002_012.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 8 9 10,271673,921600,0.29478407
040002_013,040002,official_train,train,AeroScapes/JPEGImages/040002_013.jpg,AeroScapes/SegmentationClass/040002_013.png,AeroScapes/Visualizations/040002_013.png,AeroScapes/DepthImages/depth_040002_013.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 8 9 10,112051,921600,0.12158312
040002_014,040002,official_train,train,AeroScapes/JPEGImages/040002_014.jpg,AeroScapes/SegmentationClass/040002_014.png,AeroScapes/Visualizations/040002_014.png,AeroScapes/DepthImages/depth_040002_014.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 9 10,36541,921600,0.03964952
040002_015,040002,official_train,train,AeroScapes/JPEGImages/040002_015.jpg,AeroScapes/SegmentationClass/040002_015.png,AeroScapes/Visualizations/040002_015.png,AeroScapes/DepthImages/depth_040002_015.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 9 10,1685,921600,0.00182834
040002_016,040002,official_train,train,AeroScapes/JPEGImages/040002_016.jpg,AeroScapes/SegmentationClass/040002_016.png,AeroScapes/Visualizations/040002_016.png,AeroScapes/DepthImages/depth_040002_016.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 9 10,7634,921600,0.00828342
040002_017,040002,official_train,train,AeroScapes/JPEGImages/040002_017.jpg,AeroScapes/SegmentationClass/040002_017.png,AeroScapes/Visualizations/040002_017.png,AeroScapes/DepthImages/depth_040002_017.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 9 10,6052,921600,0.00656684
040002_018,040002,official_train,train,AeroScapes/JPEGImages/040002_018.jpg,AeroScapes/SegmentationClass/040002_018.png,AeroScapes/Visualizations/040002_018.png,AeroScapes/DepthImages/depth_040002_018.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 9 10,4363,921600,0.00473416
040002_019,040002,official_train,train,AeroScapes/JPEGImages/040002_019.jpg,AeroScapes/SegmentationClass/040002_019.png,AeroScapes/Visualizations/040002_019.png,AeroScapes/DepthImages/depth_040002_019.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 9 10,10960,921600,0.01189236
040002_020,040002,official_train,train,AeroScapes/JPEGImages/040002_020.jpg,AeroScapes/SegmentationClass/040002_020.png,AeroScapes/Visualizations/040002_020.png,AeroScapes/DepthImages/depth_040002_020.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 7 9 10,43012,921600,0.04667101
040002_021,040002,official_train,train,AeroScapes/JPEGImages/040002_021.jpg,AeroScapes/SegmentationClass/040002_021.png,AeroScapes/Visualizations/040002_021.png,AeroScapes/DepthImages/depth_040002_021.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 7 9 10,94330,921600,0.10235460
040002_022,040002,official_train,train,AeroScapes/JPEGImages/040002_022.jpg,AeroScapes/SegmentationClass/040002_022.png,AeroScapes/Visualizations/040002_022.png,AeroScapes/DepthImages/depth_040002_022.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 7 9 10,136599,921600,0.14821940
040002_023,040002,official_train,train,AeroScapes/JPEGImages/040002_023.jpg,AeroScapes/SegmentationClass/040002_023.png,AeroScapes/Visualizations/040002_023.png,AeroScapes/DepthImages/depth_040002_023.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 7 9 10,182436,921600,0.19795573
040002_024,040002,official_train,train,AeroScapes/JPEGImages/040002_024.jpg,AeroScapes/SegmentationClass/040002_024.png,AeroScapes/Visualizations/040002_024.png,AeroScapes/DepthImages/depth_040002_024.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 7 9 10,235127,921600,0.25512912
040002_025,040002,official_train,train,AeroScapes/JPEGImages/040002_025.jpg,AeroScapes/SegmentationClass/040002_025.png,AeroScapes/Visualizations/040002_025.png,AeroScapes/DepthImages/depth_040002_025.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 7 9 10,255913,921600,0.27768338
040002_026,040002,official_train,train,AeroScapes/JPEGImages/040002_026.jpg,AeroScapes/SegmentationClass/040002_026.png,AeroScapes/Visualizations/040002_026.png,AeroScapes/DepthImages/depth_040002_026.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 2 7 9 10,278972,921600,0.30270399
040002_027,040002,official_train,train,AeroScapes/JPEGImages/040002_027.jpg,AeroScapes/SegmentationClass/040002_027.png,AeroScapes/Visualizations/040002_027.png,AeroScapes/DepthImages/depth_040002_027.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 2 9 10,365278,921600,0.39635200
040002_028,040002,official_train,train,AeroScapes/JPEGImages/040002_028.jpg,AeroScapes/SegmentationClass/040002_028.png,AeroScapes/Visualizations/040002_028.png,AeroScapes/DepthImages/depth_040002_028.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 2 7 9 10,448970,921600,0.48716363
040002_029,040002,official_train,train,AeroScapes/JPEGImages/040002_029.jpg,AeroScapes/SegmentationClass/040002_029.png,AeroScapes/Visualizations/040002_029.png,AeroScapes/DepthImages/depth_040002_029.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 2 7 9 10,510320,921600,0.55373264
040002_030,040002,official_train,train,AeroScapes/JPEGImages/040002_030.jpg,AeroScapes/SegmentationClass/040002_030.png,AeroScapes/Visualizations/040002_030.png,AeroScapes/DepthImages/depth_040002_030.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 2 7 9 10,460683,921600,0.49987305
040002_031,040002,official_train,train,AeroScapes/JPEGImages/040002_031.jpg,AeroScapes/SegmentationClass/040002_031.png,AeroScapes/Visualizations/040002_031.png,AeroScapes/DepthImages/depth_040002_031.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 7 9 10,408903,921600,0.44368815
040002_032,040002,official_train,train,AeroScapes/JPEGImages/040002_032.jpg,AeroScapes/SegmentationClass/040002_032.png,AeroScapes/Visualizations/040002_032.png,AeroScapes/DepthImages/depth_040002_032.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 9 10,407770,921600,0.44245877
040002_033,040002,official_train,train,AeroScapes/JPEGImages/040002_033.jpg,AeroScapes/SegmentationClass/040002_033.png,AeroScapes/Visualizations/040002_033.png,AeroScapes/DepthImages/depth_040002_033.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 9 10,370402,921600,0.40191189
040002_034,040002,official_train,train,AeroScapes/JPEGImages/040002_034.jpg,AeroScapes/SegmentationClass/040002_034.png,AeroScapes/Visualizations/040002_034.png,AeroScapes/DepthImages/depth_040002_034.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 9 10,297622,921600,0.32294054
040002_035,040002,official_train,train,AeroScapes/JPEGImages/040002_035.jpg,AeroScapes/SegmentationClass/040002_035.png,AeroScapes/Visualizations/040002_035.png,AeroScapes/DepthImages/depth_040002_035.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 7 9 10,198852,921600,0.21576823
040002_036,040002,official_train,train,AeroScapes/JPEGImages/040002_036.jpg,AeroScapes/SegmentationClass/040002_036.png,AeroScapes/Visualizations/040002_036.png,AeroScapes/DepthImages/depth_040002_036.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 9 10,155492,921600,0.16871962
040002_037,040002,official_train,train,AeroScapes/JPEGImages/040002_037.jpg,AeroScapes/SegmentationClass/040002_037.png,AeroScapes/Visualizations/040002_037.png,AeroScapes/DepthImages/depth_040002_037.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 7 9 10,156849,921600,0.17019206
040002_038,040002,official_train,train,AeroScapes/JPEGImages/040002_038.jpg,AeroScapes/SegmentationClass/040002_038.png,AeroScapes/Visualizations/040002_038.png,AeroScapes/DepthImages/depth_040002_038.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 7 9 10,160431,921600,0.17407878
040002_039,040002,official_train,train,AeroScapes/JPEGImages/040002_039.jpg,AeroScapes/SegmentationClass/040002_039.png,AeroScapes/Visualizations/040002_039.png,AeroScapes/DepthImages/depth_040002_039.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 7 9 10,163015,921600,0.17688260
040002_040,040002,official_train,train,AeroScapes/JPEGImages/040002_040.jpg,AeroScapes/SegmentationClass/040002_040.png,AeroScapes/Visualizations/040002_040.png,AeroScapes/DepthImages/depth_040002_040.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 9 10,174986,921600,0.18987196
040002_041,040002,official_train,train,AeroScapes/JPEGImages/040002_041.jpg,AeroScapes/SegmentationClass/040002_041.png,AeroScapes/Visualizations/040002_041.png,AeroScapes/DepthImages/depth_040002_041.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 9 10,160044,921600,0.17365885
040002_042,040002,official_train,train,AeroScapes/JPEGImages/040002_042.jpg,AeroScapes/SegmentationClass/040002_042.png,AeroScapes/Visualizations/040002_042.png,AeroScapes/DepthImages/depth_040002_042.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 9 10,104435,921600,0.11331923
040002_043,040002,official_train,train,AeroScapes/JPEGImages/040002_043.jpg,AeroScapes/SegmentationClass/040002_043.png,AeroScapes/Visualizations/040002_043.png,AeroScapes/DepthImages/depth_040002_043.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 9 10,57164,921600,0.06202691
040002_044,040002,official_train,train,AeroScapes/JPEGImages/040002_044.jpg,AeroScapes/SegmentationClass/040002_044.png,AeroScapes/Visualizations/040002_044.png,AeroScapes/DepthImages/depth_040002_044.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 9 10,91124,921600,0.09887587
040002_045,040002,official_train,train,AeroScapes/JPEGImages/040002_045.jpg,AeroScapes/SegmentationClass/040002_045.png,AeroScapes/Visualizations/040002_045.png,AeroScapes/DepthImages/depth_040002_045.jpg,True,True,True,True,1280,720,1280,720,504,280,RGB,0 1 9 10,113400,921600,0.12304688
